Timestamp,Q1_Employment_Status,Q2_Highest_Education,Q3_Age_Group,Q4_City_Residence,Q5_Monthly_Household_Income_XAF,Q6_Household_Size_Supported,Q7_Bulk_Food_Frequency,Q8_Percentage_Income_To_Food,Q9_Reduced_Food_Quality_Quantity,Q10_Monthly_Food_Spend_XAF_Numeric,Q11_Estimated_5Yr_Food_Bill_Increase,Q12_Most_Dramatic_Increased_Food_Item,Q13_Monthly_Transport_Spend,Q14_Fuel_Prices_Impact_Scale_1_5,Q15_Primary_Transportation_Mode,Q16_Paid_Transport_Trips_Per_Week,Q17_Estimated_5Yr_Transport_Fare_Increase_Percent,Q18_Times_Moved_Due_To_Rent,Q19_Power_Cuts_Extra_Spend,Q20_Percentage_Income_To_Rent,Q21_Monthly_Rent_XAF_Numeric,Q22_Monthly_Utilities_Combined_XAF_Numeric,Q23_Rent_Increased_Last_2_Years,Q24_Skipped_Medical_Treatment_Cost,Q25_Schooling_Cost_Increased_Scale_1_5,Q26_Has_Health_Insurance,Q27_Average_Monthly_Healthcare_Spend_XAF_Numeric,Q28_School_Fees_Per_Child_XAF_Numeric,Q29_Highest_Burden_Expenditure_Category,Q30_Expect_Cost_Of_Living_Increase_5Yrs,Q31_Taken_Measures_To_Cope,Q32_Primary_Contributor_To_Cost_Of_Living,Q33_Year_Noticeable_Impact
2026/05/30 01:45:06 PM,Self-employed,Undergraduate,56 - above,Douala,"100,001-200,000",2,Rarely,41-60%,"Yes, only quality",67395,"5,000-15,000",Rice,"Below 10,000",3,Walking,11,More than 50%,Never,"Yes, occasionally",Less than 20%,58761,22424,Yes,"Yes, more than once",4,No,3977,300000,Rent,Definitely yes,Reduced spending; Relocated to a cheaper area; Borrowed money,Government policies,2025
2026/05/30 01:57:29 PM,Self-employed,Postgraduate,56 - above,Maroua,"100,001-200,000",8,Sometimes,41-60%,"Yes, both quantity and quality",50621,"Less than 5,000",Fish / Meat,"Below 10,000",3,Walking,6,10-25%,Once,"Yes, frequently",Less than 20%,32296,18976,I own my home,No,5,No,3626,0,Rent,Definitely no,Relocated to a cheaper area,Fuel prices,2021
2026/05/30 02:11:57 PM,Unemployed,Postgraduate,36-45,Bamenda,"50,000-100,000",8,Never,41-60%,"Yes, only quantity",23822,"5,000-15,000",Plantains / Cassava,"Below 10,000",4,Walking,1,More than 50%,Never,"Yes, occasionally",More than 50%,27260,20641,I own my home,No,5,Yes,29172,300000,Healthcare,Probably yes,Started a small business,Other,2020
2026/05/30 02:15:43 PM,Student,Undergraduate,56 - above,Garoua,"200,001-500,000",1,Never,more than 60%,No,158653,"Less than 5,000",Onions & Tomatoes,"Below 10,000",4,Public bus,9,26%-50%,Twice,Rarely,20-35%,72662,14220,I own my home,No,3,Yes,7644,150000,Food,Uncertain,Reduced spending; Started a small business,Government policies,2024
2026/05/30 02:26:30 PM,Self-employed,Vocational,46-55,Garoua,"Above 500,000",8,Sometimes,41-60%,"Yes, both quantity and quality",356880,"More than 30,000",Bread,"Below 10,000",3,Walking,10,More than 50%,Twice,"Yes, occasionally",20-35%,189054,24857,No,"Yes, once",5,No,4013,0,Education,Definitely no,Started a small business,Currency depreciation,2023
2026/05/30 02:40:21 PM,Employed,Vocational,56 - above,Garoua,"Below 50,000",4,Never,Less than 20%,"Yes, only quality",19200,"5,000-15,000",Fish / Meat,"10,000-20,000",3,Public bus,14,Less than 10%,More than twice,"Yes, frequently",More than 50%,14565,24691,No,"Yes, once",3,Yes,4595,35000,Food,No,Started a small business; Taking a second job,Inflation (rising prices),Before 2018
2026/05/30 02:44:11 PM,Self-employed,Undergraduate,26-35,Maroua,"50,000-100,000",4,Always,more than 60%,"Yes, only quantity",33884,"5,000-15,000",Fish / Meat,"Above 30,000",5,Private car/bike/bicycle,8,10-25%,More than twice,Never,Less than 20%,26339,6086,No,No,3,Yes,24564,150000,Food,Uncertain,Started a small business,Government policies,2018
2026/05/30 02:48:45 PM,Self-employed,Vocational,26-35,Douala,"50,000-100,000",1,Never,20-40%,"Yes, both quantity and quality",32079,"15001-30,000",Rice,"Above 30,000",4,Walking,13,10-25%,Twice,Rarely,More than 50%,27982,5641,Yes,"Yes, more than once",4,Yes,24772,75000,Rent,Definitely yes,Relocated to a cheaper area; Taking a second job,Fuel prices,2018
2026/05/30 02:53:59 PM,Student,Postgraduate,18-25,Bamenda,"100,001-200,000",3,Always,Less than 20%,"Yes, only quality",67053,"15001-30,000",Onions & Tomatoes,"20,001-30,000",5,Bike,3,More than 50%,Once,"Yes, occasionally",20-35%,44789,4843,I own my home,No,5,No,14011,35000,Healthcare,No,Borrowed money; Relocated to a cheaper area,Currency depreciation,2023
2026/05/30 02:56:47 PM,Unemployed,Postgraduate,36-45,Bamenda,"Above 500,000",4,Sometimes,41-60%,"Yes, both quantity and quality",312716,"5,000-15,000",Plantains / Cassava,"20,001-30,000",4,Walking,7,More than 50%,Once,"Yes, frequently",20-35%,180905,17354,No,"Yes, more than once",4,No,16413,75000,Food,No,Reduced spending; Started a small business; Borrowed money,Currency depreciation,2023
2026/05/30 03:05:15 PM,Self-employed,Postgraduate,26-35,Bamenda,"50,000-100,000",4,Rarely,more than 60%,"Yes, only quality",30856,"More than 30,000",Plantains / Cassava,"10,000-20,000",5,Private car/bike/bicycle,0,Less than 10%,Once,Never,More than 50%,28429,24786,No,"Yes, once",5,No,20972,150000,Education,No,Relocated to a cheaper area; Reduced spending; Borrowed money,Inflation (rising prices),2018
2026/05/30 03:06:51 PM,Self-employed,Other,18-25,Garoua,"200,001-500,000",6,Never,20-40%,No,159997,"Less than 5,000",Onions & Tomatoes,"10,000-20,000",4,Bike,12,10-25%,Never,Rarely,Less than 20%,97615,8743,Yes,"Yes, more than once",5,No,29388,300000,Healthcare,No,Borrowed money,Fuel prices,2021
2026/05/30 03:21:36 PM,Student,Vocational,26-35,Bafoussam,"200,001-500,000",8,Rarely,20-40%,"Yes, both quantity and quality",129656,"More than 30,000",Bread,"Below 10,000",5,Private car/bike/bicycle,6,26%-50%,Twice,"Yes, occasionally",Less than 20%,121788,4653,Yes,No,4,No,16312,75000,Healthcare,Probably yes,Borrowed money; Started a small business,Currency depreciation,2024
2026/05/30 03:31:55 PM,Unemployed,Postgraduate,46-55,Bafoussam,"Above 500,000",2,Always,41-60%,"Yes, both quantity and quality",320778,"5,000-15,000",Rice,"10,000-20,000",3,Bike,2,More than 50%,Never,Never,20-35%,255457,9346,Yes,"Yes, more than once",4,Yes,28219,0,Food,Probably no,Borrowed money; Taking a second job; Started a small business,Government policies,Before 2018
2026/05/30 03:37:00 PM,Self-employed,Undergraduate,18-25,Kribi,"Above 500,000",6,Never,41-60%,"Yes, only quantity",275770,"15001-30,000",Plantains / Cassava,"Above 30,000",5,Private car/bike/bicycle,3,Less than 10%,Twice,"Yes, occasionally",Less than 20%,252295,7026,Yes,"Yes, more than once",4,No,8043,300000,Healthcare,Definitely yes,Borrowed money; Reduced spending; Relocated to a cheaper area,Other,2024
2026/05/30 03:43:50 PM,Unemployed,Vocational,46-55,Bamenda,"100,001-200,000",4,Rarely,41-60%,"Yes, both quantity and quality",77884,"15001-30,000",Fish / Meat,"10,000-20,000",3,Public bus,8,26%-50%,Never,"Yes, frequently",More than 50%,45079,6497,I own my home,"Yes, once",3,No,3198,0,Utilities,Probably yes,Taking a second job; Started a small business; Relocated to a cheaper area,Inflation (rising prices),2020
2026/05/30 03:51:35 PM,Self-employed,Vocational,26-35,Maroua,"100,001-200,000",1,Rarely,Less than 20%,"Yes, only quality",71758,"Less than 5,000",Plantains / Cassava,"20,001-30,000",5,Private car/bike/bicycle,8,Less than 10%,Never,"Yes, frequently",More than 50%,36492,12101,No,"Yes, more than once",3,No,14770,150000,Food,Definitely no,Started a small business; Borrowed money; Reduced spending,Fuel prices,2025
2026/05/30 03:56:38 PM,Student,Vocational,36-45,Buea,"Below 50,000",4,Always,20-40%,"Yes, only quantity",18165,"More than 30,000",Fish / Meat,"Below 10,000",4,Public bus,6,Less than 10%,Once,Never,Less than 20%,11148,15828,No,"Yes, more than once",4,Yes,4421,35000,Food,Uncertain,Started a small business; Borrowed money; Taking a second job,Other,2026
2026/05/30 04:06:08 PM,Employed,Undergraduate,46-55,Garoua,"50,000-100,000",6,Always,20-40%,"Yes, both quantity and quality",26552,"More than 30,000",Plantains / Cassava,"Below 10,000",5,Private car/bike/bicycle,0,Less than 10%,More than twice,Rarely,More than 50%,20235,5754,No,"Yes, once",3,Yes,29955,300000,Utilities,No,Borrowed money; Reduced spending; Relocated to a cheaper area,Government policies,2026
2026/05/30 04:20:03 PM,Student,Undergraduate,56 - above,Maroua,"200,001-500,000",6,Sometimes,41-60%,"Yes, both quantity and quality",179109,"Less than 5,000",Cooking oil,"10,000-20,000",3,Private car/bike/bicycle,2,10-25%,More than twice,"Yes, frequently",36-50%,91518,24162,Yes,No,5,Yes,16761,75000,Utilities,Definitely no,Reduced spending; Started a small business; Taking a second job,Other,2024
2026/05/30 04:24:47 PM,Self-employed,Undergraduate,36-45,Maroua,"Below 50,000",1,Sometimes,20-40%,No,14183,"5,000-15,000",Rice,"Below 10,000",5,Walking,14,10-25%,Once,Never,36-50%,11928,8436,I own my home,"Yes, more than once",5,Yes,29327,150000,Rent,Probably yes,Reduced spending; Taking a second job; Borrowed money,Inflation (rising prices),2019
2026/05/30 04:29:37 PM,Self-employed,Other,26-35,Kribi,"100,001-200,000",6,Always,20-40%,"Yes, only quality",54270,"5,000-15,000",Onions & Tomatoes,"10,000-20,000",3,Bike,12,26%-50%,Never,Rarely,Less than 20%,53806,9971,No,"Yes, more than once",5,Yes,24888,300000,Rent,Definitely yes,Borrowed money,Fuel prices,2026
2026/05/30 04:33:27 PM,Employed,Postgraduate,56 - above,Buea,"Above 500,000",1,Sometimes,Less than 20%,"Yes, both quantity and quality",218378,"5,000-15,000",Bread,"Below 10,000",3,Public bus,2,More than 50%,Never,Rarely,36-50%,179348,23292,No,"Yes, more than once",5,Yes,14085,75000,Healthcare,Probably yes,Relocated to a cheaper area; Taking a second job,Inflation (rising prices),2018
2026/05/30 04:35:25 PM,Employed,Undergraduate,46-55,Buea,"50,000-100,000",1,Always,20-40%,No,31363,"More than 30,000",Fish / Meat,"10,000-20,000",3,Bike,9,More than 50%,Twice,Rarely,Less than 20%,27151,16381,I own my home,"Yes, more than once",4,Yes,8369,0,Healthcare,Definitely no,Borrowed money,Other,2022
2026/05/30 04:50:01 PM,Employed,Undergraduate,36-45,Garoua,"Below 50,000",4,Never,41-60%,"Yes, both quantity and quality",13321,"5,000-15,000",Onions & Tomatoes,"Below 10,000",4,Private car/bike/bicycle,6,More than 50%,Once,"Yes, frequently",Less than 20%,11747,23643,Yes,No,4,Yes,14538,75000,Education,Definitely yes,Relocated to a cheaper area,Currency depreciation,2019
2026/05/30 04:55:11 PM,Employed,Vocational,26-35,Maroua,"50,000-100,000",2,Always,more than 60%,"Yes, only quality",40169,"15001-30,000",Rice,"Above 30,000",5,Walking,11,26%-50%,Once,"Yes, occasionally",More than 50%,22087,19727,I own my home,"Yes, more than once",4,Yes,7469,75000,Education,Probably yes,Reduced spending; Borrowed money,Currency depreciation,2025
2026/05/30 05:06:25 PM,Employed,Vocational,36-45,Douala,"50,000-100,000",7,Rarely,41-60%,"Yes, only quantity",26497,"15001-30,000",Rice,"20,001-30,000",4,Public bus,3,More than 50%,More than twice,Rarely,Less than 20%,16384,4686,No,"Yes, more than once",4,No,33017,35000,Transportation,Definitely no,Relocated to a cheaper area,Fuel prices,2024
2026/05/30 05:14:05 PM,Student,Other,36-45,Maroua,"Above 500,000",3,Sometimes,more than 60%,"Yes, only quantity",210892,"5,000-15,000",Onions & Tomatoes,"10,000-20,000",3,Bike,10,10-25%,Once,"Yes, frequently",Less than 20%,222212,21206,Yes,No,5,No,17829,150000,Utilities,Definitely no,Borrowed money,Inflation (rising prices),2020
2026/05/30 05:18:32 PM,Unemployed,Postgraduate,26-35,Garoua,"50,000-100,000",4,Sometimes,41-60%,"Yes, both quantity and quality",27843,"5,000-15,000",Fish / Meat,"Below 10,000",4,Bike,7,More than 50%,Never,"Yes, occasionally",More than 50%,22083,16303,I own my home,No,3,No,16696,0,Rent,Uncertain,Reduced spending; Borrowed money; Relocated to a cheaper area,Government policies,2019
2026/05/30 05:33:16 PM,Self-employed,Postgraduate,56 - above,Bamenda,"50,000-100,000",3,Rarely,20-40%,"Yes, both quantity and quality",25156,"5,000-15,000",Rice,"Above 30,000",4,Public bus,5,Less than 10%,Twice,Rarely,36-50%,25874,18295,I own my home,"Yes, once",3,No,32684,300000,Transportation,Probably no,Relocated to a cheaper area,Other,2020
2026/05/30 05:34:36 PM,Student,Undergraduate,36-45,Maroua,"Below 50,000",5,Always,20-40%,"Yes, only quality",13359,"Less than 5,000",Fish / Meat,"Above 30,000",5,Public bus,12,Less than 10%,More than twice,Rarely,Less than 20%,14248,14025,No,"Yes, once",4,Yes,27303,35000,Transportation,Definitely no,Borrowed money; Reduced spending; Started a small business,Currency depreciation,2019
2026/05/30 05:36:37 PM,Employed,Undergraduate,36-45,Kribi,"100,001-200,000",2,Always,41-60%,"Yes, both quantity and quality",54401,"Less than 5,000",Fish / Meat,"Below 10,000",3,Public bus,6,Less than 10%,Once,Never,36-50%,43767,11167,No,"Yes, more than once",3,No,14265,35000,Healthcare,Probably no,Reduced spending; Started a small business,Inflation (rising prices),2026
2026/05/30 05:40:03 PM,Student,Undergraduate,36-45,Buea,"100,001-200,000",6,Always,20-40%,"Yes, both quantity and quality",65084,"15001-30,000",Onions & Tomatoes,"10,000-20,000",5,Public bus,10,10-25%,Twice,"Yes, occasionally",Less than 20%,0,21602,Yes,"Yes, once",3,No,24274,300000,Utilities,Definitely no,Reduced spending,Government policies,2020
2026/05/30 05:47:44 PM,Student,Vocational,56 - above,Garoua,"Above 500,000",4,Rarely,Less than 20%,"Yes, only quantity",246118,"Less than 5,000",Fish / Meat,"20,001-30,000",3,Bike,6,26%-50%,Once,Never,More than 50%,130599,13482,Yes,"Yes, more than once",4,Yes,11514,35000,Healthcare,Uncertain,Started a small business,Fuel prices,2020
2026/05/30 06:02:29 PM,Unemployed,Vocational,36-45,Yaounde,"50,000-100,000",1,Always,20-40%,"Yes, both quantity and quality",23927,"15001-30,000",Cooking oil,"10,000-20,000",5,Public bus,12,26%-50%,Never,"Yes, occasionally",Less than 20%,28267,19483,I own my home,"Yes, more than once",4,No,16240,0,Healthcare,Probably yes,Relocated to a cheaper area; Taking a second job; Borrowed money,Fuel prices,2026
2026/05/30 06:07:27 PM,Unemployed,Vocational,36-45,Bamenda,"Above 500,000",2,Never,41-60%,"Yes, only quality",265544,"More than 30,000",Bread,"10,000-20,000",4,Bike,0,More than 50%,Once,"Yes, occasionally",36-50%,148768,22895,Yes,"Yes, more than once",3,No,10474,0,Healthcare,No,Relocated to a cheaper area; Reduced spending; Taking a second job,Currency depreciation,2025
2026/05/30 06:11:10 PM,Student,Postgraduate,26-35,Kribi,"100,001-200,000",1,Rarely,more than 60%,"Yes, only quantity",56439,"More than 30,000",Onions & Tomatoes,"Below 10,000",5,Public bus,1,Less than 10%,Twice,Rarely,More than 50%,32629,6229,I own my home,No,4,No,23168,0,Education,Probably yes,Relocated to a cheaper area,Fuel prices,2023
2026/05/30 06:14:03 PM,Employed,Postgraduate,26-35,Bamenda,"Below 50,000",6,Sometimes,41-60%,"Yes, only quality",15603,"15001-30,000",Cooking oil,"Below 10,000",4,Bike,8,26%-50%,Never,"Yes, occasionally",36-50%,10085,9950,I own my home,No,3,No,16827,300000,Rent,Probably no,Borrowed money; Started a small business,Fuel prices,2023
2026/05/30 06:18:06 PM,Unemployed,Vocational,56 - above,Kribi,"Below 50,000",2,Sometimes,Less than 20%,"Yes, only quantity",19239,"5,000-15,000",Fish / Meat,"Below 10,000",4,Bike,2,26%-50%,More than twice,"Yes, occasionally",36-50%,13796,6424,Yes,"Yes, once",4,No,24749,0,Utilities,Probably yes,Borrowed money; Taking a second job,Government policies,Before 2018
2026/05/30 06:20:06 PM,Unemployed,Other,46-55,Maroua,"200,001-500,000",8,Always,20-40%,"Yes, only quality",137684,"5,000-15,000",Fish / Meat,"10,000-20,000",3,Walking,1,Less than 10%,Once,"Yes, occasionally",More than 50%,137709,19963,Yes,No,4,No,25363,35000,Rent,Definitely no,Relocated to a cheaper area; Taking a second job,Inflation (rising prices),2026
2026/05/30 06:26:53 PM,Self-employed,Other,56 - above,Yaounde,"200,001-500,000",4,Sometimes,Less than 20%,No,152720,"15001-30,000",Rice,"Above 30,000",3,Walking,12,More than 50%,Never,Rarely,36-50%,75077,10709,Yes,No,5,Yes,32422,75000,Rent,Probably no,Taking a second job; Started a small business; Relocated to a cheaper area,Fuel prices,2023
2026/05/30 06:37:53 PM,Unemployed,Other,18-25,Kribi,"100,001-200,000",5,Sometimes,Less than 20%,No,70004,"Less than 5,000",Fish / Meat,"Above 30,000",3,Walking,6,Less than 10%,Once,Never,20-35%,57650,24170,Yes,No,4,No,20358,35000,Education,Probably no,Relocated to a cheaper area; Borrowed money; Reduced spending,Fuel prices,2018
2026/05/30 06:46:37 PM,Employed,Vocational,26-35,Douala,"200,001-500,000",6,Rarely,more than 60%,"Yes, only quality",161826,"5,000-15,000",Onions & Tomatoes,"20,001-30,000",5,Private car/bike/bicycle,13,10-25%,Once,Rarely,Less than 20%,113102,19721,I own my home,"Yes, once",4,Yes,9449,75000,Education,Uncertain,Taking a second job; Relocated to a cheaper area,Currency depreciation,2026
2026/05/30 06:51:51 PM,Unemployed,Vocational,46-55,Garoua,"100,001-200,000",4,Rarely,more than 60%,"Yes, only quality",72007,"More than 30,000",Fish / Meat,"10,000-20,000",4,Bike,11,Less than 10%,Twice,Never,More than 50%,0,19227,Yes,"Yes, more than once",4,Yes,13152,0,Food,Probably yes,Borrowed money,Fuel prices,2021
2026/05/30 06:57:57 PM,Employed,Postgraduate,46-55,Kribi,"Above 500,000",4,Never,20-40%,No,256197,"5,000-15,000",Onions & Tomatoes,"20,001-30,000",4,Public bus,11,Less than 10%,Never,Never,36-50%,189680,20279,Yes,"Yes, once",4,No,23463,300000,Utilities,Definitely yes,Taking a second job; Borrowed money; Relocated to a cheaper area,Other,2019
2026/05/30 07:00:14 PM,Self-employed,Postgraduate,46-55,Maroua,"50,000-100,000",3,Rarely,Less than 20%,"Yes, both quantity and quality",33635,"15001-30,000",Plantains / Cassava,"Below 10,000",4,Public bus,0,10-25%,More than twice,"Yes, occasionally",20-35%,23799,19322,I own my home,No,3,Yes,23615,75000,Utilities,Definitely no,Borrowed money,Government policies,2019
2026/05/30 07:05:16 PM,Student,Vocational,18-25,Douala,"Above 500,000",7,Sometimes,Less than 20%,"Yes, only quality",251031,"More than 30,000",Rice,"20,001-30,000",4,Walking,12,Less than 10%,Once,"Yes, frequently",36-50%,214098,22391,No,"Yes, once",4,No,19434,300000,Education,Probably yes,Started a small business; Borrowed money; Relocated to a cheaper area,Inflation (rising prices),Before 2018
2026/05/30 07:12:59 PM,Student,Postgraduate,18-25,Douala,"Below 50,000",8,Rarely,41-60%,"Yes, only quality",18319,"More than 30,000",Plantains / Cassava,"10,000-20,000",3,Public bus,1,26%-50%,More than twice,Never,Less than 20%,11088,9100,Yes,"Yes, more than once",3,Yes,22781,300000,Food,Definitely no,Borrowed money; Relocated to a cheaper area; Taking a second job,Fuel prices,2021
2026/05/30 07:18:19 PM,Employed,Undergraduate,26-35,Garoua,"200,001-500,000",5,Always,20-40%,No,106624,"Less than 5,000",Onions & Tomatoes,"20,001-30,000",4,Private car/bike/bicycle,0,10-25%,Twice,Never,More than 50%,71407,5484,Yes,No,4,No,12634,35000,Transportation,Definitely yes,Started a small business,Fuel prices,2023
2026/05/30 07:32:59 PM,Student,Postgraduate,36-45,Maroua,"200,001-500,000",6,Always,20-40%,"Yes, only quantity",175766,"Less than 5,000",Cooking oil,"20,001-30,000",4,Public bus,0,26%-50%,Never,"Yes, frequently",Less than 20%,108943,9105,Yes,"Yes, more than once",4,No,17188,75000,Transportation,Definitely yes,Taking a second job,Other,2018
2026/05/30 07:39:04 PM,Student,Postgraduate,56 - above,Douala,"50,000-100,000",3,Rarely,41-60%,No,24585,"Less than 5,000",Plantains / Cassava,"Below 10,000",4,Walking,8,10-25%,Twice,"Yes, occasionally",More than 50%,21517,14137,Yes,"Yes, more than once",5,Yes,33847,75000,Healthcare,Definitely no,Reduced spending; Taking a second job; Started a small business,Other,2020
2026/05/30 07:51:06 PM,Self-employed,Postgraduate,36-45,Buea,"Below 50,000",3,Rarely,20-40%,"Yes, only quantity",13526,"More than 30,000",Onions & Tomatoes,"Below 10,000",5,Walking,8,Less than 10%,More than twice,Never,20-35%,8382,15788,Yes,"Yes, more than once",4,Yes,26226,35000,Education,Uncertain,Started a small business,Other,2024
2026/05/30 08:03:08 PM,Self-employed,Undergraduate,46-55,Buea,"200,001-500,000",3,Never,more than 60%,"Yes, only quantity",131433,"5,000-15,000",Bread,"10,000-20,000",5,Bike,8,10-25%,Never,"Yes, frequently",20-35%,100623,12375,Yes,"Yes, once",4,Yes,12945,0,Education,Probably yes,Borrowed money; Reduced spending,Government policies,2025
2026/05/30 08:07:29 PM,Employed,Undergraduate,18-25,Garoua,"Above 500,000",1,Always,41-60%,"Yes, only quality",209013,"5,000-15,000",Bread,"Below 10,000",4,Private car/bike/bicycle,14,26%-50%,More than twice,Rarely,36-50%,211648,13981,No,No,5,No,12295,0,Education,Definitely yes,Relocated to a cheaper area; Taking a second job; Reduced spending,Inflation (rising prices),Before 2018
2026/05/30 08:14:44 PM,Employed,Vocational,18-25,Buea,"Above 500,000",6,Never,20-40%,"Yes, only quality",345433,"More than 30,000",Fish / Meat,"20,001-30,000",3,Private car/bike/bicycle,5,More than 50%,Twice,Never,20-35%,0,20185,No,"Yes, once",3,No,15740,35000,Transportation,Uncertain,Reduced spending; Started a small business,Government policies,2026
2026/05/30 08:28:53 PM,Self-employed,Postgraduate,56 - above,Bafoussam,"Below 50,000",5,Never,Less than 20%,No,21063,"15001-30,000",Fish / Meat,"Above 30,000",5,Walking,6,Less than 10%,More than twice,Rarely,36-50%,0,16632,Yes,"Yes, more than once",5,Yes,6232,150000,Transportation,No,Reduced spending,Government policies,2023
2026/05/30 08:34:08 PM,Student,Undergraduate,18-25,Yaounde,"50,000-100,000",8,Rarely,more than 60%,"Yes, both quantity and quality",36568,"5,000-15,000",Plantains / Cassava,"Above 30,000",3,Public bus,11,Less than 10%,Never,"Yes, occasionally",20-35%,21712,24834,No,"Yes, more than once",3,No,28905,0,Transportation,Probably no,Taking a second job,Inflation (rising prices),2025
2026/05/30 08:38:46 PM,Unemployed,Other,18-25,Garoua,"Below 50,000",5,Sometimes,Less than 20%,"Yes, only quality",19313,"5,000-15,000",Onions & Tomatoes,"10,000-20,000",4,Private car/bike/bicycle,6,10-25%,Once,"Yes, frequently",More than 50%,0,20198,Yes,"Yes, more than once",3,Yes,15358,300000,Utilities,No,Started a small business; Reduced spending; Borrowed money,Inflation (rising prices),2020
2026/05/30 08:47:44 PM,Self-employed,Other,56 - above,Kribi,"100,001-200,000",7,Sometimes,20-40%,"Yes, both quantity and quality",79601,"5,000-15,000",Onions & Tomatoes,"20,001-30,000",4,Private car/bike/bicycle,7,26%-50%,Never,Never,Less than 20%,41642,9097,I own my home,"Yes, more than once",4,No,21708,150000,Food,No,Borrowed money; Started a small business,Government policies,2019
2026/05/30 08:51:31 PM,Employed,Postgraduate,26-35,Douala,"Below 50,000",6,Always,Less than 20%,"Yes, only quantity",20455,"Less than 5,000",Bread,"Above 30,000",3,Walking,9,26%-50%,Never,"Yes, frequently",20-35%,14262,5691,I own my home,"Yes, once",4,Yes,29747,150000,Utilities,Definitely yes,Borrowed money; Started a small business; Relocated to a cheaper area,Fuel prices,2024
2026/05/30 09:00:01 PM,Employed,Postgraduate,46-55,Douala,"Above 500,000",8,Never,Less than 20%,No,342281,"More than 30,000",Plantains / Cassava,"Above 30,000",4,Walking,3,26%-50%,Never,"Yes, frequently",Less than 20%,213231,4270,No,No,5,No,13826,0,Food,Definitely yes,Reduced spending,Government policies,2025
2026/05/30 09:11:41 PM,Student,Undergraduate,26-35,Yaounde,"Below 50,000",5,Sometimes,41-60%,"Yes, only quality",13334,"15001-30,000",Cooking oil,"10,000-20,000",5,Walking,12,10-25%,Once,"Yes, frequently",Less than 20%,14101,14472,No,"Yes, once",5,No,8329,300000,Healthcare,Probably yes,Relocated to a cheaper area; Reduced spending; Started a small business,Other,2023
2026/05/30 09:26:22 PM,Self-employed,Other,36-45,Kribi,"Above 500,000",7,Sometimes,Less than 20%,No,341266,"5,000-15,000",Bread,"20,001-30,000",4,Walking,8,10-25%,Once,"Yes, occasionally",36-50%,170311,7866,I own my home,No,3,No,20181,75000,Rent,No,Relocated to a cheaper area; Started a small business,Inflation (rising prices),2023
2026/05/30 09:29:57 PM,Unemployed,Vocational,26-35,Bamenda,"50,000-100,000",3,Never,41-60%,"Yes, both quantity and quality",40188,"15001-30,000",Bread,"Above 30,000",4,Private car/bike/bicycle,3,Less than 10%,Twice,"Yes, frequently",Less than 20%,20400,3145,I own my home,No,3,Yes,21313,75000,Education,Probably no,Started a small business; Taking a second job,Currency depreciation,2024
2026/05/30 09:32:33 PM,Student,Undergraduate,26-35,Yaounde,"100,001-200,000",6,Rarely,41-60%,"Yes, only quantity",72254,"More than 30,000",Plantains / Cassava,"Below 10,000",4,Bike,3,Less than 10%,Never,Rarely,Less than 20%,48603,10133,No,"Yes, once",5,No,19375,150000,Education,Probably yes,Reduced spending,Fuel prices,2022
2026/05/30 09:36:36 PM,Student,Other,36-45,Kribi,"Below 50,000",6,Sometimes,Less than 20%,"Yes, both quantity and quality",13241,"More than 30,000",Rice,"Below 10,000",3,Bike,2,More than 50%,Twice,"Yes, frequently",More than 50%,15155,19951,I own my home,"Yes, more than once",4,Yes,15021,300000,Transportation,No,Relocated to a cheaper area; Borrowed money; Reduced spending,Other,2018
2026/05/30 09:40:24 PM,Unemployed,Undergraduate,46-55,Yaounde,"200,001-500,000",4,Never,20-40%,"Yes, both quantity and quality",140121,"More than 30,000",Cooking oil,"Above 30,000",3,Public bus,1,Less than 10%,Never,Rarely,More than 50%,127488,3955,I own my home,"Yes, once",3,No,22471,75000,Education,Uncertain,Borrowed money; Started a small business,Other,2026
2026/05/30 09:52:34 PM,Unemployed,Vocational,56 - above,Douala,"100,001-200,000",4,Never,41-60%,No,61437,"Less than 5,000",Cooking oil,"Below 10,000",5,Walking,11,More than 50%,More than twice,"Yes, occasionally",36-50%,0,14679,I own my home,No,5,No,34041,35000,Food,Definitely yes,Relocated to a cheaper area; Started a small business; Reduced spending,Fuel prices,2019
2026/05/30 10:01:13 PM,Employed,Postgraduate,26-35,Garoua,"Above 500,000",3,Always,41-60%,No,207264,"More than 30,000",Plantains / Cassava,"10,000-20,000",5,Bike,5,26%-50%,Never,Never,20-35%,0,10879,Yes,"Yes, once",3,Yes,29167,300000,Transportation,No,Started a small business; Borrowed money; Reduced spending,Fuel prices,2021
2026/05/30 10:05:11 PM,Student,Undergraduate,46-55,Douala,"Above 500,000",5,Never,Less than 20%,"Yes, only quality",247366,"Less than 5,000",Bread,"Below 10,000",5,Private car/bike/bicycle,0,Less than 10%,Never,"Yes, occasionally",36-50%,0,12370,I own my home,"Yes, more than once",4,Yes,18034,35000,Rent,Probably yes,Borrowed money; Started a small business,Fuel prices,2021
