Respondent_ID,Q1_Employment_Status,Q2_Highest_Education,Q3_Age_Group,Q4_City_Residence,Q5_Monthly_Household_Income_XAF,Q6_Household_Size_Supported,Q7_Bulk_Food_Frequency,Q8_Percentage_Income_To_Food,Q9_Reduced_Food_Quality_Quantity,Q10_Monthly_Food_Spend_XAF_Numeric,Q11_Estimated_5Yr_Food_Bill_Increase,Q12_Most_Dramatic_Increased_Food_Item,Q13_Monthly_Transport_Spend,Q14_Fuel_Prices_Impact_Scale_1_5,Q15_Primary_Transportation_Mode,Q16_Paid_Transport_Trips_Per_Week,Q17_Estimated_5Yr_Transport_Fare_Increase_Percent,Q18_Times_Moved_Due_To_Rent,Q19_Power_Cuts_Extra_Spend,Q20_Percentage_Income_To_Rent,Q21_Monthly_Rent_XAF_Numeric,Q22_Monthly_Utilities_Combined_XAF_Numeric,Q23_Rent_Increased_Last_2_Years,Q24_Skipped_Medical_Treatment_Cost,Q25_Schooling_Cost_Increased_Scale_1_5,Q26_Has_Health_Insurance,Q27_Average_Monthly_Healthcare_Spend_XAF_Numeric,Q28_School_Fees_Per_Child_XAF_Numeric,Q29_Highest_Burden_Expenditure_Category,Q30_Expect_Cost_Of_Living_Increase_5Yrs,Q31_Taken_Measures_To_Cope,Q32_Primary_Contributor_To_Cost_Of_Living,Q33_Year_Noticeable_Impact
RESP_1100,Unemployment,Vocational,36-45,Kribi,"50,000-100,000",7,Sometimes,more than 60%,"Yes, both quantity and quality",23076,"15001-30,000",Fish / Meat,"10,000-20,000",5,Private car/bike/bicycle,7,10-25%,Twice,Rarely,36-50%,18056,14833,I own my home,"Yes, once",3,No,3176,300000,Rent,No,Taking a second job,Inflation (rising prices),2020
RESP_1101,Self-employed,Undergraduate,46-55,Douala,"50,000-100,000",6,Sometimes,more than 60%,"Yes, both quantity and quality",35852,"15001-30,000",Cooking oil,"20,001-30,000",5,Public bus,2,10-25%,Once,Never,More than 50%,28375,12824,Yes,"Yes, once",4,No,14655,150000,Utilities,Definitely yes,Taking a second job; Started a small business,Government policies,Before 2018
RESP_1102,Self-employed,Postgraduate,56 - above,Maroua,"Below 50,000",1,Rarely,20-40%,No,18419,"15001-30,000",Cooking oil,"Above 30,000",5,Public bus,0,More than 50%,Twice,"Yes, frequently",Less than 20%,15027,24686,Yes,"Yes, more than once",5,No,9228,300000,Transportation,Uncertain,Started a small business; Relocated to a cheaper area; Borrowed money,Inflation (rising prices),2021
RESP_1103,Employed,Vocational,36-45,Douala,"Above 500,000",2,Sometimes,20-40%,"Yes, both quantity and quality",285710,"Less than 5,000",Onions & Tomatoes,"20,001-30,000",5,Bike,13,Less than 10%,Once,Rarely,More than 50%,144521,7245,No,"Yes, more than once",3,Yes,17870,0,Utilities,Definitely no,Started a small business; Reduced spending,Other,2026
RESP_1104,Student,Other,18-25,Buea,"50,000-100,000",4,Sometimes,more than 60%,"Yes, only quantity",34855,"15001-30,000",Fish / Meat,"20,001-30,000",4,Public bus,9,10-25%,Twice,"Yes, occasionally",36-50%,20674,10943,I own my home,"Yes, more than once",5,No,15336,0,Utilities,Uncertain,Taking a second job; Reduced spending,Fuel prices,2021
RESP_1105,Student,Postgraduate,18-25,Douala,"50,000-100,000",8,Sometimes,20-40%,"Yes, only quality",39950,"5,000-15,000",Cooking oil,"Below 10,000",5,Bike,4,Less than 10%,Twice,"Yes, occasionally",Less than 20%,22803,19369,No,"Yes, more than once",4,No,31124,75000,Transportation,Probably yes,Taking a second job; Reduced spending; Relocated to a cheaper area,Government policies,2019
RESP_1106,Self-employed,Vocational,36-45,Buea,"Above 500,000",5,Rarely,20-40%,No,335856,"Less than 5,000",Rice,"Above 30,000",4,Public bus,12,More than 50%,Never,"Yes, frequently",Less than 20%,165527,5108,Yes,No,3,Yes,33370,35000,Transportation,Uncertain,Started a small business; Taking a second job; Borrowed money,Government policies,2020
RESP_1107,Unemployment,Postgraduate,18-25,Maroua,"50,000-100,000",7,Never,20-40%,No,24569,"More than 30,000",Cooking oil,"Below 10,000",4,Public bus,1,10-25%,Never,Rarely,20-35%,20274,4797,Yes,No,4,No,32609,35000,Rent,Probably yes,Borrowed money; Reduced spending,Fuel prices,Before 2018
RESP_1108,Unemployment,Undergraduate,26-35,Buea,"200,001-500,000",5,Always,41-60%,No,125216,"More than 30,000",Bread,"20,001-30,000",4,Public bus,2,More than 50%,Once,"Yes, occasionally",Less than 20%,82730,21319,I own my home,"Yes, once",4,No,4333,300000,Rent,Probably no,Taking a second job,Fuel prices,2023
RESP_1109,Self-employed,Undergraduate,56 - above,Yaoundé,"Below 50,000",3,Rarely,20-40%,"Yes, only quantity",19490,"5,000-15,000",Onions & Tomatoes,"10,000-20,000",4,Bike,2,26%-50%,Never,"Yes, frequently",Less than 20%,13101,14448,I own my home,No,5,No,20254,0,Transportation,Probably yes,Relocated to a cheaper area; Reduced spending,Inflation (rising prices),2020
RESP_1110,Unemployment,Vocational,46-55,Garoua,"Below 50,000",2,Never,Less than 20%,"Yes, both quantity and quality",20990,"5,000-15,000",Plantains / Cassava,"20,001-30,000",5,Private car/bike/bicycle,9,Less than 10%,More than twice,Rarely,More than 50%,13950,17289,Yes,"Yes, once",5,Yes,10599,0,Healthcare,Probably no,Started a small business; Relocated to a cheaper area,Fuel prices,2018
RESP_1111,Unemployment,Undergraduate,46-55,Bafoussam,"Above 500,000",1,Rarely,41-60%,"Yes, only quantity",318004,"Less than 5,000",Onions & Tomatoes,"10,000-20,000",3,Walking,7,10-25%,Once,Rarely,Less than 20%,147332,21566,No,No,5,Yes,16296,35000,Transportation,Uncertain,Taking a second job; Started a small business,Fuel prices,2024
RESP_1112,Employed,Vocational,46-55,Douala,"200,001-500,000",5,Always,more than 60%,"Yes, only quality",154161,"5,000-15,000",Onions & Tomatoes,"Below 10,000",3,Walking,8,Less than 10%,Once,Rarely,Less than 20%,107268,7777,Yes,"Yes, more than once",4,Yes,3180,0,Healthcare,Probably yes,Reduced spending,Other,2018
RESP_1113,Self-employed,Other,56 - above,Kribi,"200,001-500,000",2,Rarely,Less than 20%,"Yes, only quality",128829,"More than 30,000",Plantains / Cassava,"Above 30,000",5,Bike,10,Less than 10%,Never,"Yes, frequently",20-35%,94824,21683,I own my home,"Yes, more than once",4,No,16347,35000,Transportation,Uncertain,Borrowed money; Taking a second job,Government policies,Before 2018
RESP_1114,Unemployment,Postgraduate,36-45,Kribi,"50,000-100,000",2,Sometimes,more than 60%,"Yes, both quantity and quality",39688,"More than 30,000",Bread,"Above 30,000",5,Private car/bike/bicycle,6,10-25%,More than twice,"Yes, occasionally",36-50%,27399,18141,Yes,"Yes, once",3,Yes,4440,75000,Transportation,Probably no,Relocated to a cheaper area; Borrowed money; Taking a second job,Fuel prices,2024
RESP_1115,Self-employed,Postgraduate,56 - above,Bamenda,"Above 500,000",8,Never,20-40%,No,247073,"15001-30,000",Onions & Tomatoes,"10,000-20,000",3,Bike,8,Less than 10%,Never,Rarely,20-35%,158987,18386,Yes,No,4,Yes,2724,75000,Healthcare,Definitely yes,Borrowed money; Started a small business,Fuel prices,2026
RESP_1116,Self-employed,Postgraduate,56 - above,Bamenda,"Below 50,000",4,Sometimes,20-40%,"Yes, only quality",19017,"Less than 5,000",Rice,"Above 30,000",3,Public bus,14,10-25%,Twice,"Yes, frequently",36-50%,9416,16088,I own my home,No,5,No,4215,0,Healthcare,Probably yes,Reduced spending,Other,2026
RESP_1117,Unemployment,Other,46-55,Bamenda,"100,001-200,000",2,Never,20-40%,"Yes, only quantity",62260,"More than 30,000",Bread,"Below 10,000",5,Bike,4,Less than 10%,More than twice,"Yes, frequently",20-35%,34786,21293,I own my home,"Yes, once",3,No,14045,35000,Rent,Uncertain,Relocated to a cheaper area; Borrowed money,Government policies,2023
RESP_1118,Self-employed,Postgraduate,36-45,Bamenda,"200,001-500,000",5,Always,more than 60%,"Yes, both quantity and quality",128982,"More than 30,000",Plantains / Cassava,"20,001-30,000",5,Private car/bike/bicycle,9,More than 50%,Twice,"Yes, frequently",Less than 20%,96351,12616,I own my home,"Yes, more than once",4,Yes,10601,300000,Rent,No,Relocated to a cheaper area,Fuel prices,2020
RESP_1119,Unemployment,Other,36-45,Buea,"50,000-100,000",2,Never,Less than 20%,"Yes, both quantity and quality",32008,"More than 30,000",Onions & Tomatoes,"20,001-30,000",4,Walking,8,Less than 10%,More than twice,"Yes, occasionally",20-35%,24866,11175,Yes,"Yes, once",3,Yes,23141,35000,Healthcare,Definitely no,Relocated to a cheaper area; Started a small business; Borrowed money,Government policies,2021
RESP_1120,Self-employed,Vocational,18-25,Bamenda,"200,001-500,000",5,Never,more than 60%,"Yes, only quality",107964,"15001-30,000",Cooking oil,"10,000-20,000",4,Bike,1,26%-50%,Twice,Rarely,Less than 20%,86292,22685,I own my home,No,3,No,30854,75000,Healthcare,Uncertain,Started a small business,Inflation (rising prices),2022
RESP_1121,Student,Vocational,26-35,Bafoussam,"50,000-100,000",4,Always,20-40%,No,28825,"Less than 5,000",Cooking oil,"Below 10,000",4,Public bus,8,10-25%,More than twice,Rarely,20-35%,15677,20119,I own my home,"Yes, once",4,Yes,20169,300000,Rent,Probably yes,Relocated to a cheaper area; Reduced spending; Started a small business,Government policies,2022
RESP_1122,Student,Postgraduate,36-45,Garoua,"200,001-500,000",2,Sometimes,41-60%,"Yes, only quality",108359,"5,000-15,000",Bread,"Below 10,000",3,Private car/bike/bicycle,2,More than 50%,Never,"Yes, frequently",More than 50%,103772,19896,I own my home,"Yes, more than once",4,No,11732,0,Utilities,Probably yes,Relocated to a cheaper area,Other,2022
RESP_1123,Student,Other,46-55,Garoua,"50,000-100,000",3,Rarely,more than 60%,No,39695,"5,000-15,000",Plantains / Cassava,"Above 30,000",3,Public bus,11,10-25%,Never,"Yes, frequently",More than 50%,21333,18109,I own my home,"Yes, more than once",4,Yes,3790,35000,Healthcare,Probably no,Started a small business; Borrowed money,Other,2023
RESP_1124,Employed,Other,46-55,Bamenda,"Below 50,000",5,Never,20-40%,"Yes, only quality",15687,"15001-30,000",Fish / Meat,"20,001-30,000",5,Public bus,10,More than 50%,Never,Rarely,20-35%,9197,24142,Yes,"Yes, once",3,Yes,27237,0,Utilities,Probably yes,Relocated to a cheaper area; Started a small business; Reduced spending,Fuel prices,2020
RESP_1125,Self-employed,Undergraduate,26-35,Kribi,"100,001-200,000",8,Never,more than 60%,No,66337,"15001-30,000",Rice,"Above 30,000",3,Bike,10,10-25%,Twice,"Yes, frequently",More than 50%,43733,23346,Yes,No,3,Yes,17787,0,Healthcare,Uncertain,Reduced spending; Relocated to a cheaper area,Government policies,2026
RESP_1126,Unemployment,Undergraduate,26-35,Bafoussam,"100,001-200,000",4,Always,41-60%,"Yes, only quality",52387,"Less than 5,000",Bread,"10,000-20,000",3,Public bus,1,More than 50%,Never,"Yes, frequently",20-35%,47203,9388,Yes,No,3,Yes,23360,0,Education,Definitely no,Borrowed money; Relocated to a cheaper area,Government policies,2019
RESP_1127,Unemployment,Vocational,18-25,Douala,"50,000-100,000",7,Sometimes,more than 60%,No,36704,"Less than 5,000",Rice,"20,001-30,000",4,Public bus,3,10-25%,More than twice,"Yes, occasionally",More than 50%,28496,13102,Yes,"Yes, more than once",4,No,25113,0,Utilities,Definitely no,Relocated to a cheaper area; Reduced spending; Started a small business,Fuel prices,2023
RESP_1128,Self-employed,Vocational,36-45,Garoua,"50,000-100,000",8,Rarely,20-40%,No,32932,"5,000-15,000",Rice,"10,000-20,000",3,Public bus,14,26%-50%,Once,"Yes, frequently",Less than 20%,29417,17230,Yes,"Yes, once",3,Yes,19920,300000,Food,Definitely no,Reduced spending; Taking a second job; Relocated to a cheaper area,Other,Before 2018
RESP_1129,Employed,Undergraduate,26-35,Douala,"Below 50,000",6,Rarely,20-40%,No,17687,"Less than 5,000",Bread,"20,001-30,000",5,Private car/bike/bicycle,5,10-25%,More than twice,Never,36-50%,0,12986,Yes,"Yes, once",3,Yes,9514,150000,Healthcare,Probably yes,Started a small business; Taking a second job; Borrowed money,Fuel prices,2018
RESP_1130,Self-employed,Vocational,18-25,Kribi,"100,001-200,000",7,Sometimes,20-40%,"Yes, both quantity and quality",50201,"Less than 5,000",Fish / Meat,"10,000-20,000",3,Walking,13,10-25%,Twice,Never,Less than 20%,43047,23580,Yes,No,5,Yes,5611,35000,Transportation,Definitely no,Relocated to a cheaper area; Started a small business; Reduced spending,Other,2025
RESP_1131,Self-employed,Undergraduate,36-45,Maroua,"Above 500,000",2,Always,20-40%,"Yes, both quantity and quality",275414,"5,000-15,000",Fish / Meat,"Above 30,000",5,Private car/bike/bicycle,14,Less than 10%,More than twice,"Yes, frequently",More than 50%,137955,7083,Yes,"Yes, once",4,Yes,31956,35000,Utilities,Definitely yes,Borrowed money,Government policies,2026
RESP_1132,Student,Other,18-25,Douala,"200,001-500,000",7,Always,Less than 20%,No,135184,"15001-30,000",Rice,"20,001-30,000",5,Bike,14,Less than 10%,Twice,Rarely,20-35%,0,9666,I own my home,No,5,Yes,8409,75000,Utilities,Probably no,Taking a second job; Relocated to a cheaper area,Inflation (rising prices),2023
RESP_1133,Employed,Postgraduate,56 - above,Buea,"50,000-100,000",3,Never,more than 60%,No,28095,"15001-30,000",Bread,"Above 30,000",4,Walking,2,Less than 10%,Once,Rarely,36-50%,0,14610,Yes,No,3,Yes,26707,150000,Food,Uncertain,Reduced spending; Taking a second job; Started a small business,Government policies,2018
RESP_1134,Unemployment,Other,26-35,Bafoussam,"100,001-200,000",4,Sometimes,Less than 20%,No,54725,"Less than 5,000",Plantains / Cassava,"Below 10,000",3,Bike,1,26%-50%,Once,Rarely,Less than 20%,44227,7297,I own my home,"Yes, more than once",4,No,21111,75000,Rent,Probably yes,Reduced spending; Borrowed money; Relocated to a cheaper area,Inflation (rising prices),2024
RESP_1135,Self-employed,Postgraduate,36-45,Douala,"100,001-200,000",3,Sometimes,more than 60%,"Yes, only quantity",46044,"15001-30,000",Onions & Tomatoes,"Above 30,000",3,Public bus,4,10-25%,Once,Never,36-50%,33283,18538,No,"Yes, once",5,No,26414,35000,Healthcare,No,Started a small business,Other,2023
RESP_1136,Student,Undergraduate,36-45,Bafoussam,"Above 500,000",6,Rarely,Less than 20%,"Yes, both quantity and quality",326692,"More than 30,000",Plantains / Cassava,"Above 30,000",3,Bike,7,10-25%,Never,Rarely,Less than 20%,227794,12109,Yes,No,3,Yes,33986,35000,Rent,No,Reduced spending; Started a small business,Other,2026
RESP_1137,Self-employed,Other,46-55,Kribi,"Above 500,000",2,Rarely,20-40%,No,345787,"More than 30,000",Plantains / Cassava,"Above 30,000",3,Public bus,0,Less than 10%,Never,Never,More than 50%,202371,18418,No,No,5,Yes,22429,300000,Utilities,Probably yes,Started a small business; Relocated to a cheaper area; Taking a second job,Inflation (rising prices),2026
RESP_1138,Unemployment,Undergraduate,26-35,Kribi,"Above 500,000",3,Rarely,Less than 20%,"Yes, only quantity",325675,"5,000-15,000",Cooking oil,"Above 30,000",4,Bike,12,Less than 10%,Never,Never,36-50%,173458,8017,I own my home,"Yes, once",5,Yes,3612,0,Rent,Probably yes,Started a small business; Taking a second job; Borrowed money,Currency depreciation,2021
RESP_1139,Self-employed,Undergraduate,46-55,Kribi,"100,001-200,000",1,Rarely,41-60%,"Yes, only quantity",76312,"More than 30,000",Plantains / Cassava,"Below 10,000",4,Walking,6,10-25%,More than twice,Never,36-50%,42517,7027,Yes,"Yes, once",3,Yes,12181,300000,Utilities,No,Reduced spending; Taking a second job; Started a small business,Currency depreciation,2021
RESP_1140,Unemployment,Other,36-45,Bafoussam,"Below 50,000",8,Sometimes,20-40%,"Yes, only quantity",13874,"5,000-15,000",Cooking oil,"10,000-20,000",4,Private car/bike/bicycle,7,Less than 10%,Twice,"Yes, frequently",20-35%,0,9944,I own my home,"Yes, more than once",4,Yes,27753,150000,Utilities,Uncertain,Started a small business; Reduced spending; Taking a second job,Fuel prices,2019
RESP_1141,Student,Postgraduate,18-25,Kribi,"50,000-100,000",7,Always,Less than 20%,"Yes, both quantity and quality",23781,"Less than 5,000",Rice,"Below 10,000",5,Private car/bike/bicycle,8,10-25%,Once,Never,36-50%,0,20565,I own my home,"Yes, more than once",5,Yes,11836,300000,Transportation,Definitely yes,Taking a second job; Started a small business; Reduced spending,Currency depreciation,2023
RESP_1142,Self-employed,Other,36-45,Yaoundé,"Above 500,000",2,Sometimes,Less than 20%,"Yes, only quality",354942,"More than 30,000",Fish / Meat,"Below 10,000",3,Walking,10,Less than 10%,Once,Never,Less than 20%,230228,8696,I own my home,"Yes, more than once",5,No,15938,300000,Education,Definitely no,Started a small business; Reduced spending; Borrowed money,Government policies,2021
RESP_1143,Employed,Undergraduate,18-25,Bafoussam,"Above 500,000",3,Sometimes,20-40%,"Yes, only quality",200404,"More than 30,000",Onions & Tomatoes,"10,000-20,000",4,Bike,5,10-25%,Twice,Never,20-35%,188354,13944,I own my home,"Yes, once",3,Yes,14449,75000,Rent,Definitely no,Taking a second job,Government policies,2020
RESP_1144,Student,Vocational,36-45,Kribi,"Below 50,000",2,Sometimes,41-60%,"Yes, only quality",19484,"More than 30,000",Onions & Tomatoes,"20,001-30,000",5,Bike,11,10-25%,Once,"Yes, frequently",20-35%,13908,19164,Yes,"Yes, once",5,No,17382,0,Food,Probably yes,Reduced spending; Relocated to a cheaper area; Borrowed money,Inflation (rising prices),2020
RESP_1145,Employed,Undergraduate,18-25,Buea,"Above 500,000",1,Rarely,Less than 20%,"Yes, only quality",345739,"Less than 5,000",Bread,"10,000-20,000",3,Walking,3,10-25%,Once,"Yes, occasionally",More than 50%,136762,18132,I own my home,"Yes, once",3,Yes,10808,300000,Utilities,Uncertain,Relocated to a cheaper area; Started a small business,Government policies,2025
RESP_1146,Student,Vocational,26-35,Maroua,"Below 50,000",7,Rarely,20-40%,"Yes, both quantity and quality",12155,"Less than 5,000",Fish / Meat,"10,000-20,000",4,Public bus,5,26%-50%,More than twice,"Yes, frequently",More than 50%,8451,11610,No,"Yes, once",4,No,26164,150000,Food,No,Taking a second job; Reduced spending; Borrowed money,Other,2020
RESP_1147,Unemployment,Undergraduate,36-45,Kribi,"Below 50,000",6,Rarely,41-60%,"Yes, only quality",20616,"15001-30,000",Cooking oil,"Above 30,000",3,Walking,2,Less than 10%,Twice,"Yes, occasionally",20-35%,12792,24285,No,"Yes, once",5,No,30080,35000,Education,Probably no,Reduced spending,Government policies,2021
RESP_1148,Self-employed,Other,36-45,Kribi,"Above 500,000",2,Never,Less than 20%,"Yes, both quantity and quality",195708,"5,000-15,000",Rice,"20,001-30,000",4,Private car/bike/bicycle,7,Less than 10%,Once,"Yes, frequently",36-50%,0,22193,I own my home,"Yes, more than once",3,No,13882,75000,Transportation,Probably no,Reduced spending; Borrowed money,Inflation (rising prices),Before 2018
RESP_1149,Self-employed,Undergraduate,46-55,Maroua,"Below 50,000",2,Never,more than 60%,"Yes, only quality",17123,"5,000-15,000",Onions & Tomatoes,"20,001-30,000",4,Private car/bike/bicycle,13,26%-50%,Once,Rarely,More than 50%,8005,15273,Yes,"Yes, more than once",3,No,15021,300000,Healthcare,Probably no,Borrowed money; Taking a second job,Fuel prices,2019
RESP_1150,Employed,Undergraduate,56 - above,Buea,"Below 50,000",8,Never,Less than 20%,"Yes, only quantity",16434,"15001-30,000",Rice,"10,000-20,000",4,Walking,8,10-25%,More than twice,Never,20-35%,11075,10396,Yes,"Yes, more than once",3,Yes,30798,35000,Transportation,Probably no,Relocated to a cheaper area,Government policies,Before 2018
RESP_1151,Student,Other,18-25,Kribi,"Above 500,000",8,Never,20-40%,"Yes, both quantity and quality",199193,"Less than 5,000",Onions & Tomatoes,"20,001-30,000",5,Public bus,3,Less than 10%,More than twice,Rarely,36-50%,0,22330,I own my home,"Yes, more than once",4,No,5085,35000,Education,No,Taking a second job; Started a small business; Reduced spending,Government policies,2018
RESP_1152,Unemployment,Vocational,46-55,Douala,"Below 50,000",2,Sometimes,more than 60%,"Yes, only quality",12500,"5,000-15,000",Fish / Meat,"Below 10,000",5,Public bus,3,Less than 10%,Twice,"Yes, occasionally",More than 50%,15009,17933,I own my home,"Yes, once",5,Yes,8038,75000,Education,Uncertain,Borrowed money; Relocated to a cheaper area,Other,2024
RESP_1153,Employed,Postgraduate,46-55,Yaoundé,"Below 50,000",6,Never,20-40%,No,21590,"15001-30,000",Onions & Tomatoes,"10,000-20,000",4,Private car/bike/bicycle,10,Less than 10%,Twice,"Yes, frequently",Less than 20%,15693,6602,Yes,No,4,Yes,13530,150000,Transportation,Probably no,Relocated to a cheaper area; Reduced spending; Borrowed money,Inflation (rising prices),2020
RESP_1154,Student,Undergraduate,26-35,Buea,"200,001-500,000",4,Never,20-40%,"Yes, only quantity",145885,"More than 30,000",Cooking oil,"10,000-20,000",3,Public bus,7,More than 50%,More than twice,"Yes, occasionally",More than 50%,83470,13834,No,No,5,No,20880,75000,Rent,Probably no,Reduced spending,Currency depreciation,2025
RESP_1155,Self-employed,Postgraduate,18-25,Bamenda,"100,001-200,000",3,Always,more than 60%,"Yes, both quantity and quality",52957,"Less than 5,000",Fish / Meat,"10,000-20,000",3,Walking,13,More than 50%,Once,Rarely,Less than 20%,0,16524,No,"Yes, once",5,Yes,12415,150000,Rent,Probably yes,Taking a second job,Currency depreciation,2024
RESP_1156,Self-employed,Other,18-25,Yaoundé,"50,000-100,000",3,Sometimes,41-60%,No,33653,"Less than 5,000",Cooking oil,"Above 30,000",5,Private car/bike/bicycle,1,Less than 10%,Once,"Yes, occasionally",36-50%,15442,18991,Yes,"Yes, once",5,No,29197,150000,Education,No,Borrowed money; Reduced spending,Inflation (rising prices),2026
RESP_1157,Student,Undergraduate,18-25,Yaoundé,"100,001-200,000",7,Never,41-60%,No,67748,"More than 30,000",Onions & Tomatoes,"Below 10,000",4,Private car/bike/bicycle,9,Less than 10%,Never,Rarely,20-35%,42046,10517,No,"Yes, more than once",4,No,32493,35000,Rent,Probably yes,Borrowed money,Fuel prices,2024
RESP_1158,Unemployment,Vocational,56 - above,Kribi,"100,001-200,000",5,Rarely,Less than 20%,"Yes, only quality",77227,"More than 30,000",Bread,"Below 10,000",3,Bike,4,More than 50%,Once,Rarely,36-50%,51465,11959,Yes,"Yes, more than once",5,Yes,22731,0,Rent,Probably yes,Borrowed money,Other,Before 2018
RESP_1159,Self-employed,Postgraduate,46-55,Garoua,"100,001-200,000",4,Sometimes,Less than 20%,No,71360,"Less than 5,000",Fish / Meat,"Below 10,000",4,Bike,1,26%-50%,Never,Rarely,Less than 20%,31573,19072,Yes,"Yes, once",3,Yes,22791,35000,Food,Definitely yes,Borrowed money,Other,2018
RESP_1160,Student,Postgraduate,46-55,Maroua,"100,001-200,000",3,Always,41-60%,No,58459,"15001-30,000",Fish / Meat,"Above 30,000",4,Bike,4,More than 50%,Never,Never,20-35%,35185,16555,I own my home,"Yes, more than once",3,Yes,10063,75000,Transportation,No,Borrowed money; Relocated to a cheaper area; Taking a second job,Inflation (rising prices),2023
RESP_1161,Student,Vocational,56 - above,Bafoussam,"100,001-200,000",1,Sometimes,Less than 20%,"Yes, both quantity and quality",81678,"Less than 5,000",Onions & Tomatoes,"10,000-20,000",5,Public bus,8,More than 50%,Once,Rarely,36-50%,47426,20875,Yes,"Yes, once",3,Yes,31866,35000,Transportation,Definitely yes,Started a small business; Reduced spending,Other,Before 2018
RESP_1162,Unemployment,Postgraduate,56 - above,Yaoundé,"200,001-500,000",7,Rarely,20-40%,"Yes, only quality",144113,"15001-30,000",Plantains / Cassava,"Above 30,000",3,Public bus,12,26%-50%,More than twice,Rarely,Less than 20%,87424,10983,I own my home,"Yes, once",4,No,31060,75000,Rent,No,Reduced spending; Relocated to a cheaper area,Inflation (rising prices),2020
RESP_1163,Unemployment,Vocational,36-45,Yaoundé,"100,001-200,000",6,Never,Less than 20%,"Yes, only quantity",60786,"15001-30,000",Onions & Tomatoes,"Below 10,000",3,Bike,9,More than 50%,Never,Never,20-35%,32414,23481,Yes,"Yes, more than once",3,Yes,28653,75000,Rent,Definitely yes,Started a small business,Inflation (rising prices),2024
RESP_1164,Unemployment,Postgraduate,18-25,Bafoussam,"200,001-500,000",3,Sometimes,20-40%,No,130624,"More than 30,000",Rice,"Below 10,000",5,Bike,1,Less than 10%,Once,Never,Less than 20%,91042,8249,No,"Yes, more than once",4,No,6737,0,Healthcare,Probably yes,Taking a second job; Relocated to a cheaper area,Inflation (rising prices),2024
RESP_1165,Self-employed,Vocational,36-45,Kribi,"Above 500,000",6,Never,20-40%,"Yes, only quantity",224443,"15001-30,000",Fish / Meat,"10,000-20,000",5,Bike,3,Less than 10%,Twice,Never,More than 50%,140735,21720,No,"Yes, once",4,No,7774,0,Transportation,Definitely yes,Started a small business; Relocated to a cheaper area; Reduced spending,Inflation (rising prices),2019
RESP_1166,Self-employed,Postgraduate,56 - above,Buea,"100,001-200,000",4,Never,20-40%,"Yes, only quantity",45986,"Less than 5,000",Fish / Meat,"Above 30,000",3,Bike,10,26%-50%,More than twice,"Yes, occasionally",Less than 20%,33742,8742,I own my home,No,3,Yes,13351,75000,Rent,Definitely no,Started a small business; Borrowed money,Inflation (rising prices),2018
RESP_1167,Employed,Other,46-55,Yaoundé,"100,001-200,000",4,Always,Less than 20%,"Yes, only quantity",47900,"Less than 5,000",Rice,"Above 30,000",4,Bike,8,More than 50%,Twice,Never,36-50%,37466,16230,I own my home,"Yes, once",5,No,8249,0,Rent,Definitely no,Taking a second job; Reduced spending,Other,2021
RESP_1168,Self-employed,Other,18-25,Yaoundé,"Above 500,000",7,Always,more than 60%,No,276182,"More than 30,000",Rice,"Above 30,000",5,Public bus,14,Less than 10%,Twice,"Yes, frequently",Less than 20%,171779,7707,I own my home,No,3,Yes,33906,0,Healthcare,Definitely yes,Borrowed money,Fuel prices,2022
RESP_1169,Student,Postgraduate,36-45,Douala,"200,001-500,000",6,Always,41-60%,"Yes, only quantity",126405,"Less than 5,000",Rice,"20,001-30,000",5,Public bus,10,26%-50%,Never,Rarely,Less than 20%,118510,8506,No,No,3,No,7923,75000,Utilities,Definitely no,Taking a second job; Relocated to a cheaper area; Reduced spending,Fuel prices,2025
RESP_1170,Unemployment,Other,46-55,Douala,"50,000-100,000",2,Sometimes,more than 60%,No,25810,"15001-30,000",Fish / Meat,"Above 30,000",4,Bike,8,10-25%,Once,"Yes, occasionally",20-35%,29019,14194,No,"Yes, once",4,Yes,24680,300000,Food,Probably yes,Taking a second job; Borrowed money; Reduced spending,Currency depreciation,2020
RESP_1171,Self-employed,Postgraduate,36-45,Douala,"200,001-500,000",8,Always,41-60%,"Yes, only quality",153564,"More than 30,000",Onions & Tomatoes,"Below 10,000",4,Private car/bike/bicycle,11,More than 50%,Never,"Yes, frequently",Less than 20%,94451,9961,Yes,"Yes, more than once",5,Yes,13622,0,Transportation,Definitely no,Reduced spending; Relocated to a cheaper area; Started a small business,Fuel prices,2026
RESP_1172,Unemployment,Undergraduate,18-25,Douala,"100,001-200,000",3,Rarely,Less than 20%,No,57663,"15001-30,000",Onions & Tomatoes,"Above 30,000",4,Walking,8,More than 50%,Once,"Yes, occasionally",20-35%,42623,17433,No,"Yes, more than once",5,Yes,20143,75000,Transportation,Definitely no,Relocated to a cheaper area,Government policies,2024
RESP_1173,Student,Postgraduate,46-55,Garoua,"200,001-500,000",1,Sometimes,Less than 20%,"Yes, both quantity and quality",152080,"5,000-15,000",Bread,"20,001-30,000",4,Private car/bike/bicycle,14,10-25%,Twice,"Yes, frequently",Less than 20%,0,24287,No,No,3,No,12825,75000,Education,Probably no,Taking a second job,Other,2018
